Date,Year,Season,Month,DayOff,COVID,Temp_mean,Temp_min,Temp_max,H2O,Wind,Pressure,Sunspots,F10.7,Sudden_Start,Kp_Sum,Ap_mean,K_Sum,Dst_mean,Dst_var,Dst_level,EMS_UA,EMS_AMI
2007-06-14,2007,Summer,June,No,No,17.3,13.7,22.6,0.8,4,NA,0,73.1,No,26,18,24,-12,22,Weak,13,8
2007-06-15,2007,Summer,June,No,No,18.4,10,25.2,0,4,NA,0,70.6,No,13.666,7,13,-12,19,Weak,12,3
2007-06-16,2007,Summer,June,Yes,No,11.3,9.3,22,27.3,5,NA,0,71.3,No,11.667,6,13,-10,17,Quiet,8,0
2007-06-17,2007,Summer,June,Yes,No,13.1,8,20.5,3.1,5,NA,0,70.2,No,12,6,10,-7,15,Quiet,11,8
2007-06-18,2007,Summer,June,No,No,14.4,7.4,22.1,0,3,NA,0,68.9,No,9.667,5,14,-4,14,Quiet,16,9
2007-06-19,2007,Summer,June,No,No,17.5,10.4,25.5,0,3,NA,0,68.8,No,9.999,5,11,-6,8,Quiet,13,4
2007-06-20,2007,Summer,June,No,No,17.7,13.3,22.1,6.7,4,NA,0,68.5,No,7,4,7,-4,5,Quiet,9,4
2007-06-21,2007,Summer,June,No,No,15.8,11,21,0.6,2,NA,0,67.8,No,21.333,14,20,0,49,Weak,16,4
2007-06-22,2007,Summer,June,No,No,17.3,9.2,25.8,0,4,NA,0,67.6,No,21.666,13,21,-12,29,Weak,18,4
2007-06-23,2007,Summer,June,Yes,No,16.7,11.9,23.8,3.6,2,NA,0,67.5,No,14.667,8,14,-13,12,Quiet,11,5
2007-06-24,2007,Summer,June,Yes,No,16.1,10.6,21.5,0,4,NA,0,68.1,No,12,6,15,-5,7,Quiet,7,3
2007-06-25,2007,Summer,June,No,No,17.5,8.3,26.8,0,4,NA,12,69.1,No,5.332,3,10,-7,7,Quiet,13,7
2007-06-26,2007,Summer,June,No,No,20.2,15.2,25.3,0,2,NA,14,69.8,No,4.999,3,10,0,8,Quiet,17,6
2007-06-27,2007,Summer,June,No,No,14.1,12.7,22.8,34.6,4,NA,14,72.8,No,8.666,4,6,-2,13,Quiet,18,4
2007-06-28,2007,Summer,June,No,No,17,13.5,22.3,13.6,3,NA,16,75.7,No,8.668,4,10,0,18,Quiet,27,3
2007-06-29,2007,Summer,June,No,No,19,10.6,27,0,3,NA,32,77.4,No,15,9,17,8,43,Quiet,11,1
2007-06-30,2007,Summer,June,Yes,No,20.3,12.4,29.2,0,2,NA,32,77.8,No,8.335,4,7,-8,15,Quiet,9,1
2007-07-01,2007,Summer,July,Yes,No,18.2,12.4,25.7,0.9,3,NA,30,76.4,No,8,4,9,-2,14,Quiet,12,2
2007-07-02,2007,Summer,July,No,No,20.2,15,27,0.3,3,NA,17,76.8,No,4.667,3,8,0,10,Quiet,14,6
2007-07-03,2007,Summer,July,No,No,21,16.3,27.2,8.8,3,NA,14,75.1,No,13.001,8,12,3,29,Quiet,18,3
2007-07-04,2007,Summer,July,No,No,22.6,16.5,27.5,0,2,NA,14,74.2,No,23,15,23,-6,14,Quiet,10,5
2007-07-05,2007,Summer,July,No,No,22.3,16.7,27.5,0,2,NA,14,74.9,No,10.333,5,9,-7,12,Quiet,11,3
2007-07-06,2007,Summer,July,No,No,20.4,16.9,24.6,22.7,2,NA,14,73.9,No,9.667,5,11,-4,12,Quiet,14,5
2007-07-07,2007,Summer,July,Yes,No,20.8,14.7,26.5,0,2,NA,12,73.5,No,10,5,13,-6,11,Quiet,6,4
2007-07-08,2007,Summer,July,Yes,No,21,16.5,26,4.3,3,NA,16,75.5,No,7.001,4,10,-9,11,Quiet,7,2
2007-07-09,2007,Summer,July,No,No,20.1,12,27,0,4,NA,22,77.6,No,2.331,2,7,-2,15,Quiet,16,4
2007-07-10,2007,Summer,July,No,No,19.6,12.6,25,0,2,NA,27,79.7,No,7.332,4,12,10,27,Quiet,17,5
2007-07-11,2007,Summer,July,No,No,19.3,13.2,26.2,0,2,NA,27,80.8,No,25.667,21,25,-23,38,Weak,10,2
2007-07-12,2007,Summer,July,No,No,20.5,17,24.9,2.2,2,NA,23,81.1,No,10,5,14,-18,10,Weak,12,5
2007-07-13,2007,Summer,July,No,No,18.9,15.9,23,12.3,2,NA,41,79.5,No,6.666,4,7,-10,32,Weak,8,7
2007-07-14,2007,Summer,July,Yes,No,15.9,11.7,21.1,9.7,5,NA,42,80.6,No,23.332,19,22,-18,41,Weak,13,3
2007-07-15,2007,Summer,July,Yes,No,15.3,13.2,18.9,1.2,3,NA,39,78.2,No,18.333,12,15,-31,24,Weak,11,4
2007-07-16,2007,Summer,July,No,No,17.7,11.3,24.9,0,3,NA,31,77.1,No,7.333,4,8,-16,12,Weak,8,5
2007-07-17,2007,Summer,July,No,No,17,9.2,23,3,4,NA,17,75.3,No,6.001,3,4,-10,15,Quiet,18,3
2007-07-18,2007,Summer,July,No,No,16.6,9.7,23.2,0,2,NA,14,74.7,No,3.666,2,4,-1,15,Quiet,16,14
2007-07-19,2007,Summer,July,No,No,18.2,11.1,25.6,1.8,2,NA,12,71.8,No,3,2,5,3,12,Quiet,16,1
2007-07-20,2007,Summer,July,No,No,16,9.6,22.2,0,5,NA,0,70.5,Yes,19.999,14,20,-10,43,Weak,10,6
2007-07-21,2007,Summer,July,Yes,No,16.4,7,25.6,0,2,NA,0,69.5,No,17.666,10,18,-19,20,Weak,7,1
2007-07-22,2007,Summer,July,Yes,No,18.7,11.2,26.6,0,3,NA,0,68.6,No,4.667,3,6,-12,13,Quiet,6,4
2007-07-23,2007,Summer,July,No,No,20.2,15.5,27.7,0,3,NA,0,68.3,No,5.667,3,8,-5,16,Quiet,16,4
2007-07-24,2007,Summer,July,No,No,22.7,15.6,29.5,0,2,NA,0,69.3,No,4,2,8,-2,10,Quiet,15,10
2007-07-25,2007,Summer,July,No,No,21.8,17.9,26.1,5.7,3,NA,0,70.2,No,2.6660000000000004,2,3,3,10,Quiet,13,4
2007-07-26,2007,Summer,July,No,No,23,18.1,29.4,9.2,2,NA,0,70.8,No,13,9,14,15,42,Quiet,11,4
2007-07-27,2007,Summer,July,No,No,23,18.6,29.1,6.8,3,NA,0,70.6,No,12.999,7,15,-8,17,Quiet,12,4
2007-07-28,2007,Summer,July,Yes,No,24.3,17.9,31.8,0,2,NA,14,70.9,No,6.667,4,8,-4,16,Quiet,6,4
2007-07-29,2007,Summer,July,Yes,No,23.7,17.8,31.1,20.5,4,NA,14,72.1,No,22.668,14,23,2,28,Quiet,8,4
2007-07-30,2007,Summer,July,No,No,22.1,18.2,27.2,0.3,3,NA,14,71.1,No,16.999,9,16,-11,11,Quiet,17,1
2007-07-31,2007,Summer,July,No,No,17.3,15.7,21.6,25.1,4,NA,0,71,No,10.001,5,13,-7,17,Quiet,20,2
2007-08-01,2007,Summer,August,No,No,17.7,15.6,21,8.6,4,NA,0,70.1,No,24.001,15,24,-12,20,Quiet,19,1
2007-08-02,2007,Summer,August,No,No,18.8,13.7,24.9,0,3,NA,0,70.4,No,10.666,5,13,-9,12,Quiet,11,7
2007-08-03,2007,Summer,August,No,No,20.5,15.2,27.6,0,2,NA,11,71.5,No,7.332,4,7,-7,10,Quiet,13,3
2007-08-04,2007,Summer,August,Yes,No,20.1,14.6,26.5,0,3,NA,11,72.4,No,2.3320000000000003,2,4,-6,12,Quiet,11,2
2007-08-05,2007,Summer,August,Yes,No,20.1,17.6,24.6,1.3,2,NA,11,71.4,No,2.999,2,2,4,8,Quiet,12,3
2007-08-06,2007,Summer,August,No,No,19.1,15.4,24.5,0,2,NA,13,70.9,No,18.335,16,18,5,28,Quiet,20,2
2007-08-07,2007,Summer,August,No,No,17.2,15.2,21.5,1.5,4,NA,13,72,No,27.999,22,25,-19,25,Weak,14,2
2007-08-08,2007,Summer,August,No,No,17.1,8.7,25.6,0.4,3,NA,15,71,No,10.668,5,13,-16,10,Weak,10,7
2007-08-09,2007,Summer,August,No,No,19.7,10.8,27.7,0,3,NA,15,71,No,6.333,3,7,-10,12,Quiet,14,3
2007-08-10,2007,Summer,August,No,No,20.7,13.4,28.4,0,2,NA,15,69.3,No,19.665,15,19,-13,27,Weak,13,7
2007-08-11,2007,Summer,August,Yes,No,21.5,14.9,29.3,0,3,NA,13,69.3,No,18.332,9,21,-17,22,Weak,9,2
2007-08-12,2007,Summer,August,Yes,No,23.1,16.2,32.1,0,2,NA,13,69.5,No,9.333,4,12,-15,10,Weak,12,5
2007-08-13,2007,Summer,August,No,No,16.2,12.3,26.5,0.4,6,NA,13,70,No,3.666,2,4,-10,12,Quiet,14,3
2007-08-14,2007,Summer,August,No,No,16.1,10.7,22.9,0,3,NA,0,69.5,No,6.667000000000001,4,5,-5,16,Quiet,12,1
2007-08-15,2007,Summer,August,No,No,17.3,9.4,25.8,0,2,NA,0,70.3,No,16,8,13,-3,12,Quiet,10,5
2007-08-16,2007,Summer,August,No,No,18.6,9.9,27.5,0,3,NA,0,69.3,No,10.001,5,10,-7,20,Quiet,7,6
2007-08-17,2007,Summer,August,No,No,17.5,15,23.7,0,3,NA,0,69,No,6.667,3,8,-4,14,Quiet,12,5
2007-08-18,2007,Summer,August,Yes,No,17.5,13.9,22.5,0.3,2,NA,0,69.3,No,3.333,2,2,3,18,Quiet,11,2
2007-08-19,2007,Summer,August,Yes,No,14.6,12.7,19.4,3.4,3,NA,0,69.6,No,6.333,4,7,5,14,Quiet,14,2
2007-08-20,2007,Summer,August,No,No,13.9,11.3,19.3,7.9,4,NA,0,69.4,No,3.999,2,4,2,14,Quiet,12,6
2007-08-21,2007,Summer,August,No,No,14.4,7.8,19.8,0,3,NA,15,70.7,No,7.333,4,7,5,21,Quiet,10,4
2007-08-22,2007,Summer,August,No,No,14,12.1,16,2.6,2,NA,13,70.9,No,5.666,3,8,2,19,Quiet,8,3
2007-08-23,2007,Summer,August,No,No,12.7,9.2,17.5,0,3,NA,13,71.6,No,2.333,2,4,2,7,Quiet,13,8
2007-08-24,2007,Summer,August,No,No,15.9,12.1,20.8,0,4,NA,13,72.4,No,1.999,1,0,5,11,Quiet,13,5
2007-08-25,2007,Summer,August,Yes,No,16.1,7.6,25.8,0,2,NA,13,73.2,No,14,7,12,2,20,Quiet,10,3
2007-08-26,2007,Summer,August,Yes,No,12.6,8.2,19.6,4.2,5,NA,13,73.1,No,18.334,11,19,0,23,Quiet,8,4
2007-08-27,2007,Summer,August,No,No,13.3,4.9,22,0,2,NA,13,71.6,No,22,14,22,-5,24,Weak,20,10
2007-08-28,2007,Summer,August,No,No,15.4,8.1,24,0,2,NA,13,70.7,No,17.667,10,17,-17,16,Weak,13,8
2007-08-29,2007,Summer,August,No,No,16.7,8,27.1,0,2,NA,13,71.6,No,9.001,4,9,-9,18,Weak,10,6
2007-08-30,2007,Summer,August,No,No,17.5,10.7,25.6,0,2,NA,13,71,No,8.334,4,9,-5,14,Quiet,11,3
2007-08-31,2007,Summer,August,No,No,18,12.2,24,0.7,2,NA,28,73,No,12,6,11,-1,22,Quiet,18,5
2007-09-01,2007,Autumn,September,Yes,No,16.3,8.7,25.6,0,2,NA,24,72.2,No,18.999,10,17,-2,13,Quiet,7,3
2007-09-02,2007,Autumn,September,Yes,No,15.6,7.2,24.4,0,2,NA,13,72.1,No,29.001,24,26,-18,23,Weak,4,1
2007-09-03,2007,Autumn,September,No,No,17.2,9.6,27.1,0,3,NA,13,70.6,No,18.667,10,17,-14,15,Weak,17,6
2007-09-04,2007,Autumn,September,No,No,18.6,10.3,28.1,0,3,NA,13,69.1,No,11.335,5,11,-13,11,Quiet,9,7
2007-09-05,2007,Autumn,September,No,No,19.1,11.8,27.7,0,3,NA,13,69.4,No,19.332,10,17,-14,10,Quiet,10,7
2007-09-06,2007,Autumn,September,No,No,18.2,11.3,25.5,0,3,NA,0,68.8,No,19,11,16,-16,24,Weak,13,5
2007-09-07,2007,Autumn,September,No,No,14,12.3,18.3,0,4,NA,0,67.8,No,17.667,12,15,-18,22,Weak,10,5
2007-09-08,2007,Autumn,September,Yes,No,13.6,11.7,17.9,3.3,3,NA,0,68.2,No,13.001,6,13,-12,11,Quiet,9,5
2007-09-09,2007,Autumn,September,Yes,No,12,5.6,20.7,0,2,NA,0,67.6,No,3.0010000000000003,2,6,-7,12,Quiet,7,3
2007-09-10,2007,Autumn,September,No,No,14.3,6.9,24.2,0,2,NA,0,67.7,No,3.666,2,4,-7,11,Quiet,12,5
2007-09-11,2007,Autumn,September,No,No,13.7,7.2,18.6,0,2,NA,0,67.9,No,4.002000000000001,2,2,-4,10,Quiet,12,7
2007-09-12,2007,Autumn,September,No,No,16.4,11.7,23.2,1.1,2,NA,0,67,No,4,2,2,-4,14,Quiet,6,2
2007-09-13,2007,Autumn,September,No,No,18.6,13.7,27.6,0,2,NA,0,66.7,No,2,1,4,6,14,Quiet,18,8
2007-09-14,2007,Autumn,September,No,No,16.8,9.5,24.3,0,4,NA,0,67.2,No,9,4,8,14,22,Quiet,9,4
2007-09-15,2007,Autumn,September,Yes,No,12.8,9.2,20,1.2,3,NA,0,67.6,No,8.333,4,11,3,19,Quiet,6,0
2007-09-16,2007,Autumn,September,Yes,No,8.2,7.2,9.8,25.4,7,NA,0,68.5,No,4.666,2,4,2,11,Quiet,10,3
2007-09-17,2007,Autumn,September,No,No,8.6,5,13.2,0,4,NA,0,67.8,No,4.333,2,3,7,14,Quiet,8,1
2007-09-18,2007,Autumn,September,No,No,9.9,4.9,17.3,0,2,NA,0,67.6,No,5.666,3,3,4,14,Quiet,11,4
2007-09-19,2007,Autumn,September,No,No,9.9,6.3,15.5,0.4,3,NA,0,67.1,No,6.666,3,8,5,10,Quiet,14,5
2007-09-20,2007,Autumn,September,No,No,8.1,6.7,10.9,3.6,3,NA,0,67.4,No,16,10,14,6,46,Quiet,11,5
2007-09-21,2007,Autumn,September,No,No,8.8,2.8,15.7,0,2,NA,0,67.4,No,17.334,9,16,-3,23,Quiet,12,11
2007-09-22,2007,Autumn,September,Yes,No,5.9,2.9,11.8,10.4,4,NA,0,67.4,No,21.335,12,19,-6,15,Quiet,12,0
2007-09-23,2007,Autumn,September,Yes,No,6.4,1.1,13,0,3,NA,0,67.2,No,22.666,16,19,-9,26,Weak,15,3
2007-09-24,2007,Autumn,September,No,No,8.1,3.6,15,3.8,2,NA,0,66.8,No,18.999,11,16,-11,14,Quiet,10,2
2007-09-25,2007,Autumn,September,No,No,6.6,4.2,11,13.8,5,NA,0,66.5,No,14.001,7,13,-8,14,Quiet,24,5
2007-09-26,2007,Autumn,September,No,No,6.1,3.9,8.8,0,6,NA,0,66.6,No,6.666,3,5,-6,10,Quiet,11,2
2007-09-27,2007,Autumn,September,No,No,4.3,-2.4,12.9,0,4,NA,0,66.8,Yes,19.001,18,16,1,35,Quiet,12,4
2007-09-28,2007,Autumn,September,No,No,4.6,-0.9,10.5,0,2,NA,15,67.4,No,27.667,24,22,-16,21,Weak,17,3
2007-09-29,2007,Autumn,September,Yes,No,7.3,0.6,16,0,3,NA,15,67.4,No,32.334,30,26,-28,26,Weak,11,5
2007-09-30,2007,Autumn,September,Yes,No,8.5,-0.1,19.1,0,2,NA,15,67.8,No,20.667,12,18,-18,22,Weak,7,0
2007-10-01,2007,Autumn,October,No,No,9.4,1.8,17.2,0,2,NA,0,65.1,No,15.334,7,14,-14,17,Weak,12,5
2007-10-02,2007,Autumn,October,No,No,9.1,0.6,19.5,0,2,NA,0,67.8,No,10.667,5,9,-11,15,Quiet,11,5
2007-10-03,2007,Autumn,October,No,No,11.6,3.7,20.1,0,2,NA,0,66.5,No,24.999,17,21,-13,17,Weak,5,11
2007-10-04,2007,Autumn,October,No,No,6.4,2.1,13.4,0.5,6,NA,0,67.3,No,18.667,11,14,-18,24,Weak,15,3
2007-10-05,2007,Autumn,October,No,No,2.2,0.1,4.7,0,6,NA,0,67.4,No,12.334,6,9,-15,18,Weak,13,7
2007-10-06,2007,Autumn,October,Yes,No,0.6,-2.9,4.5,0,3,NA,19,67.8,No,7.666,4,8,-9,6,Quiet,7,7
2007-10-07,2007,Autumn,October,Yes,No,5.9,-0.9,12.8,0,3,NA,16,68.9,No,3,2,5,-4,8,Quiet,8,2
2007-10-08,2007,Autumn,October,No,No,4,-3.4,12.2,0,3,NA,12,68.1,No,1,1,1,-2,7,Quiet,14,5
2007-10-09,2007,Autumn,October,No,No,4.2,-3.3,13.7,0,2,NA,0,67.9,No,1.332,1,2,1,11,Quiet,17,3
2007-10-10,2007,Autumn,October,No,No,-1.5,-3.4,4.3,0.7,6,NA,0,68.6,No,1.667,1,2,-2,8,Quiet,10,1
2007-10-11,2007,Autumn,October,No,No,1.6,-3.3,5.7,0,4,NA,0,67.9,No,1,1,0,5,10,Quiet,11,7
2007-10-12,2007,Autumn,October,No,No,3.5,-4.2,13.6,0,3,NA,0,68.6,No,8.667,4,10,7,27,Quiet,8,5
2007-10-13,2007,Autumn,October,Yes,No,4.4,-3.1,14.4,0,3,NA,0,68.3,No,4.333,2,3,5,17,Quiet,6,2
2007-10-14,2007,Autumn,October,Yes,No,4.9,-2.4,13.5,0,2,NA,0,67.3,No,10.334,5,8,-4,23,Quiet,8,4
2007-10-15,2007,Autumn,October,No,No,6.2,-0.4,14,0,2,NA,0,66.7,No,3.999,2,5,1,11,Quiet,21,6
2007-10-16,2007,Autumn,October,No,No,3.9,-0.2,9.1,1,3,NA,0,66.8,No,4.332,2,5,1,12,Quiet,14,0
2007-10-17,2007,Autumn,October,No,No,-1.5,-3.1,1,0,6,NA,0,66.7,No,1,1,1,2,12,Quiet,12,7
2007-10-18,2007,Autumn,October,No,No,-2.8,-7.4,1.8,0,3,NA,0,67,No,19.668,12,18,1,31,Quiet,22,5
2007-10-19,2007,Autumn,October,No,No,4.9,0.6,10.9,0,2,NA,0,67.7,No,24.333,16,22,-12,17,Weak,17,2
2007-10-20,2007,Autumn,October,Yes,No,4.8,3.4,6.5,2.2,3,NA,0,66.8,No,19.667,13,14,-15,24,Weak,5,3
2007-10-21,2007,Autumn,October,Yes,No,5.1,2.3,10.1,1,2,NA,0,66.3,No,9.667,5,8,-7,9,Quiet,15,3
2007-10-22,2007,Autumn,October,No,No,4.8,2.8,9,0,3,NA,0,66.6,No,11.667,6,11,-5,20,Quiet,15,6
2007-10-23,2007,Autumn,October,No,No,0.4,-2.4,5,5.8,3,NA,0,66,No,13.666,7,11,-7,16,Quiet,12,3
2007-10-24,2007,Autumn,October,No,No,-2.7,-8.2,3,0,3,NA,0,66.4,No,5.333,3,6,0,9,Quiet,20,6
2007-10-25,2007,Autumn,October,No,No,-1.6,-3.3,0.6,0.5,2,NA,0,66.8,Yes,21.334,17,22,-11,71,Moderate,14,0
2007-10-26,2007,Autumn,October,No,No,-5,-8.9,-1,1,4,NA,0,66.3,No,22.334,14,22,-24,28,Weak,14,4
2007-10-27,2007,Autumn,October,Yes,No,-2.6,-7.4,3.7,0,2,NA,0,66.7,No,21.667,13,17,-17,14,Weak,4,6
2007-10-28,2007,Autumn,October,Yes,No,-1.9,-8.3,5,0,3,NA,0,66.2,No,14.333,7,14,-13,17,Weak,9,3
2007-10-29,2007,Autumn,October,No,No,-1.4,-2.9,1.8,0,3,NA,0,66.6,No,17.667,13,21,-14,15,Weak,17,3
2007-10-30,2007,Autumn,October,No,No,-5.4,-9.6,-1.3,0,6,NA,0,66.2,No,15.667,10,14,-19,14,Weak,12,3
2007-10-31,2007,Autumn,October,No,No,-5,-10.9,1.3,0,2,NA,0,66.3,No,9.001,4,13,-12,12,Quiet,10,3
2007-11-01,2007,Autumn,November,No,No,1.5,-0.4,3.1,2.3,3,NA,0,66.1,No,8.667,5,7,-6,21,Weak,19,5
2007-11-02,2007,Autumn,November,No,No,1.3,0.4,3.9,0.4,5,NA,0,66.3,No,4.332,2,2,-5,15,Quiet,6,9
2007-11-03,2007,Autumn,November,Yes,No,-1.7,-6.8,2.7,0,2,NA,0,66.8,No,3,2,4,-6,8,Quiet,11,3
2007-11-04,2007,Autumn,November,Yes,No,-0.1,-3.5,6.5,0,2,NA,0,66.5,No,8.666,4,7,-3,12,Quiet,5,3
2007-11-05,2007,Autumn,November,Yes,No,-1,-5.5,5.9,0,2,NA,0,66.5,No,4.667,2,4,0,8,Quiet,11,2
2007-11-06,2007,Autumn,November,No,No,0.8,-4,8,0,2,NA,13,66.2,No,0.667,0,2,5,8,Quiet,19,4
2007-11-07,2007,Autumn,November,No,No,1.3,-1.1,4.7,0.3,3,NA,0,67.3,No,0.333,0,1,4,10,Quiet,16,3
2007-11-08,2007,Autumn,November,No,No,-0.6,-6.2,6.3,0,2,NA,0,66.9,No,6.999,4,4,9,16,Quiet,23,7
2007-11-09,2007,Autumn,November,No,No,2.8,-0.6,8.2,0,4,NA,0,68.4,No,8.333,4,7,8,16,Quiet,16,5
2007-11-10,2007,Autumn,November,Yes,No,0.5,-4.2,4.1,0,4,NA,0,68.2,No,7.665,4,6,2,12,Quiet,13,5
2007-11-11,2007,Autumn,November,Yes,No,-6.7,-10.1,1.7,4.3,5,NA,0,68.4,No,4.333,2,3,1,9,Quiet,9,4
2007-11-12,2007,Autumn,November,No,No,-11.8,-14.6,-9,0.2,5,NA,0,67.7,No,5.666,3,7,9,20,Quiet,18,4
2007-11-13,2007,Autumn,November,No,No,-14.4,-18.2,-11.4,0,2,NA,0,68.3,No,19,10,18,0,17,Quiet,17,3
2007-11-14,2007,Autumn,November,No,No,-14.3,-19.6,-8.5,0,2,NA,0,68.4,No,18.667,10,17,-5,10,Quiet,19,2
2007-11-15,2007,Autumn,November,No,No,-11.3,-16.9,-4.2,0,2,NA,0,68.9,No,14.001,7,12,-4,12,Quiet,17,5
2007-11-16,2007,Autumn,November,No,No,-9.6,-12.2,-6.6,0,2,NA,16,67.7,No,15,8,14,-1,12,Quiet,26,6
2007-11-17,2007,Autumn,November,Yes,No,-15.3,-19.5,-10.6,0,5,NA,15,69.1,No,12.999,7,12,-9,15,Quiet,6,4
2007-11-18,2007,Autumn,November,Yes,No,-13,-17.1,-8.5,0.9,2,NA,0,68.2,No,4.333,2,2,-3,12,Quiet,9,3
2007-11-19,2007,Autumn,November,No,No,-8.2,-10.3,-6.9,3.4,2,NA,0,67.2,Yes,5.334,3,5,9,39,Quiet,21,5
2007-11-20,2007,Autumn,November,No,No,-9,-12.2,-6.6,2.1,2,NA,0,67.9,No,28.333,24,27,-18,89,Moderate,14,3
2007-11-21,2007,Autumn,November,No,No,-5.4,-9,-1,0.5,2,NA,0,68,No,23.333,16,19,-31,23,Weak,7,4
2007-11-22,2007,Autumn,November,No,No,-5.5,-12.2,-0.6,1,3,NA,0,67.4,No,18.334,12,20,-20,33,Weak,19,9
2007-11-23,2007,Autumn,November,No,No,-0.3,-3.6,2.8,0,5,NA,0,68,No,22,14,17,-23,17,Weak,16,7
2007-11-24,2007,Autumn,November,Yes,No,-5.3,-11,-1,6.8,5,NA,16,68.3,No,22.001,14,20,-15,14,Weak,11,2
2007-11-25,2007,Autumn,November,Yes,No,-12.9,-17.7,-5.6,0,5,NA,13,69.5,No,23.666,15,19,-15,10,Quiet,9,0
2007-11-26,2007,Autumn,November,No,No,-4.1,-6.7,-0.6,0.5,2,NA,12,68.8,No,16.334,9,13,-13,13,Weak,24,5
2007-11-27,2007,Autumn,November,No,No,-7,-10.2,-2.4,0,2,NA,0,69.6,No,10.666,5,7,-9,9,Quiet,16,4
2007-11-28,2007,Autumn,November,No,No,-10.5,-14.3,-6.1,0,2,NA,0,69.6,No,9,4,9,-10,10,Quiet,17,2
2007-11-29,2007,Autumn,November,No,No,-12.7,-15.3,-9.3,0,2,NA,0,69.3,No,5.999,3,5,-6,9,Quiet,15,8
2007-11-30,2007,Autumn,November,No,No,-7.4,-11.9,-4,1.6,2,NA,0,69.3,No,5.001,3,8,3,15,Quiet,19,6
2007-12-01,2007,Winter,December,Yes,No,-6.4,-7.9,-4.2,0,1,NA,17,69.2,No,5.333,3,4,1,10,Quiet,10,1
2007-12-02,2007,Winter,December,Yes,No,-7,-8,-5.3,0,1,NA,15,69.9,No,3.334,2,6,4,9,Quiet,14,2
2007-12-03,2007,Winter,December,No,No,-9.7,-12.5,-6.1,0.2,1,NA,12,71,No,0.999,1,0,4,8,Quiet,12,5
2007-12-04,2007,Winter,December,No,No,-9.8,-12.1,-8,0.7,1,NA,15,70.5,No,1.665,1,0,7,8,Quiet,20,6
2007-12-05,2007,Winter,December,No,No,-15,-17.4,-11.9,0,2,NA,14,71.5,No,4.666,2,5,1,10,Quiet,17,3
2007-12-06,2007,Winter,December,No,No,-14.3,-17.1,-11.6,0.2,1,NA,27,73.1,No,5.333,3,2,2,14,Quiet,13,6
2007-12-07,2007,Winter,December,No,No,-14.7,-16.1,-12,1,1,NA,26,75.9,No,2,1,6,1,13,Quiet,9,3
2007-12-08,2007,Winter,December,Yes,No,-18.5,-21.8,-15.4,0,2,NA,43,79.8,No,0.667,0,3,6,6,Quiet,9,3
2007-12-09,2007,Winter,December,Yes,No,-20.8,-24.6,-15.8,0,2,NA,45,84.4,No,6.667,3,7,3,16,Quiet,9,3
2007-12-10,2007,Winter,December,No,No,-19.9,-22,-17,0,1,NA,41,86.2,No,15,9,13,-1,35,Weak,16,5
2007-12-11,2007,Winter,December,No,No,-14.2,-17.8,-9.4,0,1,NA,41,84.3,No,25,16,22,-15,16,Weak,19,3
2007-12-12,2007,Winter,December,No,No,-8.6,-11.9,-4.5,0,1,NA,48,90.5,No,17.667,10,14,-17,16,Weak,21,8
2007-12-13,2007,Winter,December,No,No,-7.6,-9.5,-4.7,0.9,1,NA,51,91.1,No,11,6,9,-12,11,Quiet,24,6
2007-12-14,2007,Winter,December,No,No,-11.4,-15.1,-6.6,0,2,NA,41,90.9,No,8.334,4,7,-8,7,Quiet,20,5
2007-12-15,2007,Winter,December,Yes,No,-10.9,-13.9,-8.2,0.9,2,NA,38,89,No,3.998,2,3,-6,13,Quiet,13,3
2007-12-16,2007,Winter,December,Yes,No,-17.1,-21.5,-10.5,0,4,NA,31,86.1,No,5,3,5,-2,12,Quiet,14,1
2007-12-17,2007,Winter,December,No,No,-14.7,-20.8,-6.6,0,1,NA,19,79.1,Yes,26,18,24,-8,74,Weak,17,9
2007-12-18,2007,Winter,December,No,No,-13.1,-15.4,-8.1,0,1,NA,12,76.9,No,29.001,22,25,-22,12,Weak,10,3
2007-12-19,2007,Winter,December,No,No,-15.4,-18.4,-12.2,0,2,NA,0,74.4,No,19.332,10,15,-17,12,Weak,14,8
2007-12-20,2007,Winter,December,No,No,-13.6,-17.8,-5.6,0,2,NA,0,72.1,No,23,14,21,-11,17,Weak,21,5
2007-12-21,2007,Winter,December,No,No,-10.5,-14,-7.1,0,2,NA,0,70.2,No,21.999,14,18,-15,11,Quiet,15,4
2007-12-22,2007,Winter,December,Yes,No,-10.9,-15.3,-3.6,0,2,NA,0,68.7,No,16.998,9,12,-11,13,Quiet,11,2
2007-12-23,2007,Winter,December,Yes,No,-8.5,-14.9,-3,0,2,NA,0,69.1,No,15.999,8,15,-9,9,Quiet,4,2
2007-12-24,2007,Winter,December,No,No,-7,-9.4,-5.1,0,3,NA,0,69.1,No,5.999,3,8,-7,8,Quiet,16,5
2007-12-25,2007,Winter,December,No,No,-9.7,-15,-3,0,2,NA,0,69.1,No,2,1,2,-5,8,Quiet,22,13
2007-12-26,2007,Winter,December,No,No,-9.5,-12.4,-6.2,0,3,NA,0,69.7,No,3.334,2,4,1,18,Quiet,12,2
2007-12-27,2007,Winter,December,No,No,-12.1,-14.1,-9.6,0.2,3,NA,0,70.2,No,10.001,5,11,2,22,Quiet,12,3
2007-12-28,2007,Winter,December,No,No,-18.4,-20.2,-13.9,0,7,NA,0,69.7,No,7.332000000000001,4,3,-5,16,Quiet,11,1
